img,is_face,coefficient
11168.jpeg,1,0.9996
11169.jpeg,1,0.9992
11170.jpeg,1,0.9910
11171.jpeg,1,0.9993
11172.jpeg,1,0.9956
11173.jpeg,1,0.9975
11174.jpeg,1,0.9989
11176.jpeg,1,0.9998
11177.jpeg,1,0.9954
11178.jpeg,1,0.9945
11179.jpeg,1,0.9998
1118.jpeg,1,0.9996
11180.jpeg,1,0.9987
11181.jpeg,1,0.9772
11182.jpeg,1,0.9996
11184.jpeg,1,0.9964
11185.jpeg,1,0.6251
11186.jpeg,1,0.9973
11187.jpeg,1,0.9997
11189.jpeg,1,0.9997
1119.jpeg,0,0.0
11190.jpeg,1,0.9852
11191.jpeg,1,0.9956
11192.jpeg,1,0.8527
11193.jpeg,1,0.9974
11194.jpeg,1,0.9992
11195.jpeg,1,0.9905
11196.jpeg,1,0.9995
11197.jpeg,1,0.9994
11198.jpeg,1,0.9998
112.jpeg,1,0.9985
1120.jpeg,0,0.0
11200.jpeg,1,0.9998
11203.jpeg,1,0.9998
11204.jpeg,1,0.9443
11205.jpeg,1,0.9816
11206.jpeg,1,0.9920
11207.jpeg,0,0.0
11210.jpeg,1,0.9992
11212.jpeg,1,0.9986
11213.jpeg,1,0.9984
11214.jpeg,0,0.0
11215.jpeg,1,0.9995
11216.jpeg,1,0.9996
11217.jpeg,1,0.9998
11218.jpeg,1,0.9977
1122.jpeg,0,0.0
11220.jpeg,1,0.9796
11221.jpeg,1,0.7500
11222.jpeg,1,0.9995
11223.jpeg,0,0.0
11225.jpeg,1,0.9991
11226.jpeg,1,0.9977
11228.jpeg,1,0.9986
11229.jpeg,1,0.9989
11230.jpeg,1,0.9998
11231.jpeg,1,0.9862
11232.jpeg,1,0.9998
11233.jpeg,1,0.9997
11235.jpeg,1,0.9977
11236.jpeg,1,0.9993
11237.jpeg,1,0.9994
11238.jpeg,1,0.9930
11239.jpeg,0,0.0
1124.jpeg,1,0.9394
11240.jpeg,1,0.9968
11241.jpeg,1,0.8958
11242.jpeg,0,0.0
11243.jpeg,1,0.9899
11244.jpeg,1,0.9981
11245.jpeg,1,0.9997
11246.jpeg,1,0.9997
11248.jpeg,1,0.9970
11249.jpeg,1,0.9996
1125.jpeg,1,0.9933
11250.jpeg,0,0.0
11251.jpeg,1,0.9956
11253.jpeg,0,0.0
11254.jpeg,1,0.9961
11255.jpeg,1,0.9998
11256.jpeg,1,0.9993
11257.jpeg,1,0.9739
11260.jpeg,1,0.9999
11261.jpeg,1,0.9996
11262.jpeg,1,0.9995
11264.jpeg,1,0.9998
11267.jpeg,1,0.6413
11268.jpeg,1,0.9930
11269.jpeg,1,0.9998
1127.jpeg,1,0.9987
11270.jpeg,1,0.9223
11271.jpeg,1,0.9997
11272.jpeg,1,0.9995
11273.jpeg,1,0.9977
11274.jpeg,1,0.9993
11275.jpeg,1,0.9931
11276.jpeg,1,0.9901
11277.jpeg,1,0.9988
11278.jpeg,0,0.0
11279.jpeg,1,0.9960
1128.jpeg,1,0.9967
11280.jpeg,1,0.9992
11281.jpeg,1,0.9982
11283.jpeg,1,0.9998
11284.jpeg,1,0.9974
11287.jpeg,0,0.0
11289.jpeg,1,0.9963
1129.jpeg,1,0.9603
11290.jpeg,1,0.9997
11292.jpeg,1,0.9997
11294.jpeg,1,0.9987
11295.jpeg,1,0.9998
11296.jpeg,1,0.9993
11298.jpeg,1,0.9922
11299.jpeg,0,0.0
113.jpeg,0,0.0
11300.jpeg,1,0.9989
11301.jpeg,1,0.9974
11302.jpeg,1,0.9996
11303.jpeg,1,0.9935
11304.jpeg,1,0.9989
11306.jpeg,1,0.9986
11307.jpeg,1,0.9997
11308.jpeg,1,0.8354
11309.jpeg,1,0.9645
1131.jpeg,1,0.9938
11310.jpeg,1,0.9981
11311.jpeg,1,0.9871
11312.jpeg,1,0.7453
11314.jpeg,1,0.9976
11315.jpeg,1,0.9411
11316.jpeg,1,0.9949
11317.jpeg,1,0.9960
11318.jpeg,1,0.9995
11319.jpeg,1,0.9960
11321.jpeg,1,0.9947
11323.jpeg,1,0.9998
11325.jpeg,1,0.9963
11326.jpeg,1,0.9999
11328.jpeg,1,0.9811
11329.jpeg,0,0.0
1133.jpeg,1,0.9983
11331.jpeg,1,0.9992
11332.jpeg,1,0.9991
11333.jpeg,1,0.9354
11334.jpeg,1,0.9979
11335.jpeg,1,0.9999
11337.jpeg,1,0.9906
11338.jpeg,1,0.9964
11339.jpeg,1,0.9999
11341.jpeg,1,0.9769
11342.jpeg,1,0.9995
11343.jpeg,1,0.9998
11345.jpeg,1,0.9822
11346.jpeg,1,0.9828
11347.jpeg,0,0.0
11348.jpeg,0,0.0
11349.jpeg,1,0.9994
1135.jpeg,0,0.0
11350.jpeg,1,0.9860
11351.jpeg,1,0.9993
11354.jpeg,1,0.9997
11356.jpeg,1,0.9735
11357.jpeg,1,0.9933
11358.jpeg,1,0.9982
11359.jpeg,1,0.9609
1136.jpeg,0,0.0
11361.jpeg,1,0.9922
11362.jpeg,1,0.9983
11366.jpeg,1,0.9996
11367.jpeg,1,0.9975
11368.jpeg,1,0.9997
11369.jpeg,1,0.9978
1137.jpeg,1,0.9972
11370.jpeg,1,0.9989
11373.jpeg,1,0.9980
11374.jpeg,1,0.9960
11376.jpeg,0,0.0
11377.jpeg,1,0.9987
11378.jpeg,1,0.9921
1138.jpeg,1,0.9952
11380.jpeg,1,0.9997
11381.jpeg,1,0.9989
11384.jpeg,1,0.9999
11386.jpeg,1,0.9748
11387.jpeg,1,0.9986
11388.jpeg,1,0.9998
11389.jpeg,1,0.9959
1139.jpeg,1,0.9980
11390.jpeg,1,0.9996
11391.jpeg,1,0.9998
11392.jpeg,1,0.9998
11393.jpeg,1,0.9977
11394.jpeg,1,0.9958
11395.jpeg,1,0.9994
11399.jpeg,1,0.9987
114.jpeg,1,0.9959
11400.jpeg,1,0.5706
11401.jpeg,1,0.9999
11402.jpeg,1,0.9973
11403.jpeg,1,0.9457
11406.jpeg,1,0.9984
11409.jpeg,1,0.9729
1141.jpeg,0,0.0
11411.jpeg,1,0.9976
11412.jpeg,1,0.9934
11413.jpeg,1,0.9985
11414.jpeg,1,0.9984
11415.jpeg,1,0.6957
11416.jpeg,1,0.9996
11417.jpeg,0,0.0
1142.jpeg,1,0.9970
11420.jpeg,1,0.9987
11421.jpeg,1,0.9393
11424.jpeg,1,0.9928
11425.jpeg,1,0.9994
11426.jpeg,0,0.0
11428.jpeg,1,0.9974
11429.jpeg,1,0.6563
11432.jpeg,1,0.9970
11436.jpeg,1,0.9933
11437.jpeg,1,0.9960
11438.jpeg,1,0.9999
11439.jpeg,1,0.9993
1144.jpeg,1,0.9967
11441.jpeg,0,0.0
11442.jpeg,1,0.9504
11443.jpeg,1,0.6303
11444.jpeg,1,0.9996
11445.jpeg,1,0.9993
11446.jpeg,1,0.9969
11447.jpeg,1,0.9992
11449.jpeg,1,0.9965
1145.jpeg,1,0.9987
11450.jpeg,1,0.9999
11452.jpeg,1,0.9984
11455.jpeg,1,0.9996
11456.jpeg,1,0.9989
11457.jpeg,1,0.9350
11459.jpeg,1,0.9985
1146.jpeg,1,0.9979
11460.jpeg,1,0.9007
11461.jpeg,1,0.9992
11462.jpeg,1,0.9987
11463.jpeg,1,0.9905
11464.jpeg,1,0.9951
11465.jpeg,0,0.0
11466.jpeg,1,0.9911
11467.jpeg,1,0.9993
11468.jpeg,1,0.9954
11469.jpeg,1,0.9997
1147.jpeg,1,0.9805
11470.jpeg,1,0.9998
11471.jpeg,1,0.9961
11472.jpeg,1,0.9998
11474.jpeg,1,0.5876
11475.jpeg,1,0.9995
11476.jpeg,1,0.9998
11479.jpeg,1,0.9974
1148.jpeg,1,0.9946
11482.jpeg,1,0.9473
11483.jpeg,0,0.0
11484.jpeg,1,0.9987
11486.jpeg,1,0.9997
11487.jpeg,1,0.9945
11489.jpeg,1,0.9999
1149.jpeg,1,0.9996
11490.jpeg,1,0.9998
11492.jpeg,1,0.9965
11493.jpeg,1,0.9998
11494.jpeg,1,0.9985
11498.jpeg,0,0.0
11501.jpeg,0,0.0
11506.jpeg,1,0.9674
11507.jpeg,1,0.9928
11508.jpeg,1,0.9917
11509.jpeg,1,0.9961
1151.jpeg,1,0.9907
11510.jpeg,1,0.9998
11512.jpeg,1,0.9997
11513.jpeg,1,0.9994
11514.jpeg,1,0.9941
11515.jpeg,1,0.9792
11516.jpeg,1,0.9996
11517.jpeg,1,0.9980
11518.jpeg,1,0.9270
11519.jpeg,1,0.9962
1152.jpeg,0,0.0
11521.jpeg,1,0.8039
11522.jpeg,1,0.9991
11523.jpeg,1,0.9992
11525.jpeg,1,0.9998
11526.jpeg,1,0.9985
11528.jpeg,0,0.0
11529.jpeg,0,0.0
1153.jpeg,0,0.0
11533.jpeg,1,0.9936
11534.jpeg,1,0.9988
11535.jpeg,1,0.9997
11536.jpeg,0,0.0
11537.jpeg,1,0.9999
11538.jpeg,1,0.9932
11539.jpeg,1,0.9998
11540.jpeg,1,0.9080
11542.jpeg,1,0.9747
11543.jpeg,1,0.9995
11544.jpeg,1,0.9979
11545.jpeg,1,0.9980
11547.jpeg,0,0.0
11548.jpeg,1,0.9973
11549.jpeg,1,0.9964
11550.jpeg,1,0.9893
11551.jpeg,1,0.9998
11552.jpeg,1,0.7905
11553.jpeg,1,0.9998
11556.jpeg,1,0.9910
11557.jpeg,0,0.0
11558.jpeg,0,0.0
11559.jpeg,1,0.9976
1156.jpeg,1,0.9988
11560.jpeg,1,0.9958
11561.jpeg,1,0.9974
11562.jpeg,1,0.9939
11563.jpeg,0,0.0
11565.jpeg,0,0.0
11566.jpeg,1,0.9988
11567.jpeg,1,0.9971
11568.jpeg,1,0.9988
11569.jpeg,1,0.9968
1157.jpeg,1,0.9999
11570.jpeg,1,0.9922
11571.jpeg,1,0.9996
11573.jpeg,1,0.9984
11574.jpeg,1,0.9997
11575.jpeg,1,0.9976
11576.jpeg,1,0.9995
11578.jpeg,1,0.9877
11579.jpeg,1,0.9967
1158.jpeg,1,0.9999
11580.jpeg,1,0.9703
11581.jpeg,1,0.9985
11582.jpeg,1,0.9925
11583.jpeg,1,0.9997
11584.jpeg,1,0.9986
11585.jpeg,1,0.9991
11586.jpeg,1,0.9958
11590.jpeg,0,0.0
11591.jpeg,1,0.9910
11593.jpeg,1,0.9996
11595.jpeg,1,0.9983
11596.jpeg,1,0.9985
11598.jpeg,1,0.9976
116.jpeg,1,0.9818
11601.jpeg,1,0.9939
11602.jpeg,1,0.9993
11603.jpeg,1,0.9989
11604.jpeg,1,0.9999
11605.jpeg,1,0.9972
11607.jpeg,1,0.9966
11608.jpeg,1,0.9965
11609.jpeg,1,0.9995
1161.jpeg,1,0.9912
11610.jpeg,1,0.9998
11612.jpeg,1,0.9972
11613.jpeg,1,0.9871
11614.jpeg,1,0.9755
11616.jpeg,1,0.9985
11617.jpeg,1,0.9963
11618.jpeg,1,0.9959
11619.jpeg,0,0.0
1162.jpeg,1,0.9994
11620.jpeg,0,0.0
11621.jpeg,1,0.9639
11622.jpeg,1,0.9562
11623.jpeg,1,0.9983
11624.jpeg,1,0.9977
11625.jpeg,1,0.9973
11629.jpeg,1,0.9996
1163.jpeg,1,0.9105
11631.jpeg,1,0.9996
11632.jpeg,1,0.9982
11635.jpeg,1,0.9996
11636.jpeg,1,0.9996
11638.jpeg,1,0.9950
11639.jpeg,1,0.6132
1164.jpeg,1,0.9991
11642.jpeg,1,0.9992
11644.jpeg,1,0.9999
11645.jpeg,1,0.9992
11647.jpeg,1,0.9992
11648.jpeg,1,0.9993
11649.jpeg,0,0.0
1165.jpeg,1,0.9981
11651.jpeg,0,0.0
11652.jpeg,1,0.9993
11654.jpeg,1,0.9998
11655.jpeg,1,0.9986
11656.jpeg,1,0.9981
11657.jpeg,1,0.9969
11659.jpeg,1,0.9985
1166.jpeg,1,0.9994
11660.jpeg,1,0.9911
11661.jpeg,1,0.9986
11663.jpeg,1,0.9998
11664.jpeg,1,0.9946
11665.jpeg,1,0.9999
11667.jpeg,1,0.9971
11668.jpeg,1,0.9997
11669.jpeg,0,0.0
1167.jpeg,1,0.9967
11670.jpeg,1,0.9693
11672.jpeg,0,0.0
11673.jpeg,1,0.9998
11674.jpeg,1,0.9995
11675.jpeg,1,0.9499
11676.jpeg,1,0.9898
11677.jpeg,1,0.9986
1168.jpeg,0,0.0
11682.jpeg,1,0.9981
11683.jpeg,1,0.9503
11684.jpeg,1,0.9988
11685.jpeg,1,0.9972
11686.jpeg,0,0.0
11688.jpeg,0,0.0
11689.jpeg,1,0.9966
1169.jpeg,0,0.0
11690.jpeg,1,0.9992
11691.jpeg,1,0.9986
11692.jpeg,1,0.9495
11693.jpeg,1,0.9992
11694.jpeg,1,0.9916
11695.jpeg,1,0.9972
11696.jpeg,0,0.0
11698.jpeg,1,0.9999
11699.jpeg,1,0.9970
117.jpeg,1,0.9947
1170.jpeg,0,0.0
11700.jpeg,1,0.9985
11701.jpeg,1,0.9850
11703.jpeg,1,0.9997
11704.jpeg,1,0.9999
11705.jpeg,1,0.9987
11706.jpeg,0,0.0
11707.jpeg,1,0.9973
11709.jpeg,0,0.0
1171.jpeg,1,0.9744
11710.jpeg,1,0.9849
11711.jpeg,1,0.9079
11712.jpeg,0,0.0
11713.jpeg,1,0.9883
11714.jpeg,1,0.9898
11715.jpeg,1,0.9973
11717.jpeg,1,0.9998
1172.jpeg,1,0.9987
11720.jpeg,1,0.8340
11722.jpeg,1,0.9998
11724.jpeg,0,0.0
11725.jpeg,1,0.9996
11726.jpeg,1,0.9977
11727.jpeg,1,0.9994
11728.jpeg,1,0.9997
11731.jpeg,1,0.9629
11732.jpeg,1,0.9995
11734.jpeg,1,0.9997
11737.jpeg,1,0.9984
11738.jpeg,0,0.0
11739.jpeg,1,0.9990
11742.jpeg,1,0.9973
11743.jpeg,1,0.9999
11744.jpeg,1,0.9987
11745.jpeg,1,0.9997
11746.jpeg,1,0.9064
11748.jpeg,1,0.9956
11749.jpeg,1,0.9987
1175.jpeg,1,0.9996
11750.jpeg,1,0.9598
11751.jpeg,1,0.9950
11753.jpeg,1,0.9791
11755.jpeg,1,0.9942
11756.jpeg,1,0.9657
11757.jpeg,1,0.9988
11758.jpeg,1,0.9984
1176.jpeg,1,0.9877
11761.jpeg,1,0.9975
11762.jpeg,1,0.9987
11763.jpeg,1,0.9992
11764.jpeg,1,0.9976
11765.jpeg,1,0.9870
11767.jpeg,1,0.9909
11769.jpeg,0,0.0
1177.jpeg,1,0.9859
11770.jpeg,1,0.9608
11771.jpeg,1,0.9993
11774.jpeg,1,0.9953
11776.jpeg,1,0.9992
11777.jpeg,1,0.9847
11778.jpeg,1,0.9833
11779.jpeg,1,0.9993
1178.jpeg,1,0.9901
11781.jpeg,1,0.9629
11782.jpeg,1,0.9996
11784.jpeg,1,0.9994
11785.jpeg,1,0.9901
11786.jpeg,1,0.8731
11789.jpeg,1,0.9982
1179.jpeg,1,0.9869
11790.jpeg,1,0.9538
11792.jpeg,0,0.0
11793.jpeg,1,0.9972
11795.jpeg,1,0.9995
11798.jpeg,1,0.9992
11799.jpeg,1,0.9987
11800.jpeg,1,0.9987
11801.jpeg,1,0.9998
11802.jpeg,1,0.9994
11803.jpeg,1,0.9999
11804.jpeg,1,0.9897
11805.jpeg,1,0.9986
11806.jpeg,1,0.9999
11808.jpeg,1,0.9934
1181.jpeg,1,0.9997
11811.jpeg,1,0.9915
11812.jpeg,1,0.9932
11813.jpeg,1,0.9986
11814.jpeg,1,0.9994
11815.jpeg,1,0.9603
11816.jpeg,0,0.0
11817.jpeg,1,0.9981
11819.jpeg,1,0.9986
1182.jpeg,1,0.9559
11820.jpeg,1,0.9994
11821.jpeg,1,0.9918
11822.jpeg,1,0.9948
11824.jpeg,1,0.9999
11826.jpeg,1,0.9999
11827.jpeg,1,0.9987
11829.jpeg,1,0.9998
1183.jpeg,1,0.9842
11830.jpeg,1,0.9942
11832.jpeg,1,0.9947
11833.jpeg,1,0.9931
11834.jpeg,1,0.9972
11837.jpeg,1,0.9925
11839.jpeg,1,0.9896
1184.jpeg,1,0.9835
11845.jpeg,1,0.9997
1185.jpeg,1,0.9998
11850.jpeg,1,0.9969
11851.jpeg,1,0.9998
11852.jpeg,1,0.9991
11853.jpeg,1,0.9999
11854.jpeg,1,0.9989
11855.jpeg,1,0.9962
11856.jpeg,1,0.9895
11857.jpeg,1,0.9970
11858.jpeg,1,0.9996
11859.jpeg,1,0.9998
11860.jpeg,1,0.9997
11861.jpeg,1,0.9955
11862.jpeg,1,0.9998
11863.jpeg,1,0.9995
11864.jpeg,0,0.0
11865.jpeg,1,0.9975
11868.jpeg,1,0.9999
11869.jpeg,1,0.9999
1187.jpeg,0,0.0
11870.jpeg,1,0.9991
11872.jpeg,1,0.9999
11873.jpeg,1,0.9996
11874.jpeg,0,0.0
11877.jpeg,0,0.0
11879.jpeg,0,0.0
1188.jpeg,0,0.0
11880.jpeg,1,0.9947
11881.jpeg,1,0.9935
11882.jpeg,1,0.9983
11883.jpeg,1,0.9971
11884.jpeg,1,0.9400
11885.jpeg,1,0.9761
11889.jpeg,1,0.9754
11890.jpeg,1,0.9989
11891.jpeg,1,0.9550
11892.jpeg,1,0.9971
11894.jpeg,1,0.9975
11895.jpeg,1,0.9996
11897.jpeg,1,0.9726
11899.jpeg,1,0.9998
1190.jpeg,0,0.0
11900.jpeg,1,0.9986
11901.jpeg,1,0.9407
11902.jpeg,1,0.9988
11903.jpeg,1,0.9995
11904.jpeg,1,0.9896
11905.jpeg,1,0.9995
11907.jpeg,1,0.9996
11908.jpeg,1,0.9999
11909.jpeg,1,0.9490
1191.jpeg,1,0.9996
11910.jpeg,1,0.9991
11911.jpeg,1,0.9970
11912.jpeg,1,0.9998
11913.jpeg,1,0.9997
11914.jpeg,0,0.0
11917.jpeg,1,0.9965
11918.jpeg,1,0.9501
11919.jpeg,1,0.9027
1192.jpeg,1,0.9669
11920.jpeg,1,0.9957
11921.jpeg,1,0.9895
11922.jpeg,1,0.9894
11923.jpeg,1,0.9997
11925.jpeg,1,0.9986
11928.jpeg,1,0.9997
11932.jpeg,1,0.9999
11933.jpeg,1,0.9996
11934.jpeg,1,0.9965
11935.jpeg,1,0.9975
11936.jpeg,1,0.9990
11938.jpeg,1,0.9999
11939.jpeg,1,0.9965
1194.jpeg,1,0.9999
11940.jpeg,0,0.0
11942.jpeg,1,0.9985
11944.jpeg,1,0.9882
11945.jpeg,1,0.9993
11946.jpeg,1,0.9998
11947.jpeg,1,0.9999
11948.jpeg,0,0.0
11949.jpeg,1,0.9999
1195.jpeg,1,0.9988
11950.jpeg,1,0.9893
11952.jpeg,1,0.7276
11954.jpeg,1,0.9982
11955.jpeg,1,0.9998
1196.jpeg,1,0.9983
11960.jpeg,1,0.9977
11961.jpeg,1,0.9992
11964.jpeg,1,0.9998
11965.jpeg,1,0.9998
11966.jpeg,1,0.9995
11967.jpeg,1,0.9945
11968.jpeg,1,0.9426
1197.jpeg,1,0.9998
11970.jpeg,0,0.0
11973.jpeg,0,0.0
11974.jpeg,0,0.0
11976.jpeg,1,0.9998
11977.jpeg,1,0.9998
11979.jpeg,0,0.0
1198.jpeg,1,0.9396
11980.jpeg,1,0.9993
11982.jpeg,0,0.0
11983.jpeg,0,0.0
11984.jpeg,1,0.9994
11985.jpeg,1,0.9980
11986.jpeg,1,0.9996
11988.jpeg,1,0.9883
11989.jpeg,1,0.9957
11991.jpeg,1,0.9989
11992.jpeg,1,0.9998
11993.jpeg,1,0.9922
11995.jpeg,1,0.9538
11996.jpeg,1,0.9998
11997.jpeg,1,0.9974
11999.jpeg,0,0.0
12.jpeg,1,0.9960
120.jpeg,1,0.9897
12000.jpeg,1,0.9915
12001.jpeg,1,0.9999
12002.jpeg,1,0.9986
12003.jpeg,1,0.8743
12004.jpeg,0,0.0
12006.jpeg,1,0.9997
12007.jpeg,0,0.0
12008.jpeg,0,0.0
12009.jpeg,1,0.9999
12010.jpeg,1,0.9963
12011.jpeg,1,0.9747
12012.jpeg,1,0.9900
12013.jpeg,1,0.9983
12015.jpeg,1,0.9028
12016.jpeg,1,0.9994
12017.jpeg,1,0.9992
12018.jpeg,1,0.9975
12019.jpeg,1,0.9994
12020.jpeg,1,0.9998
12021.jpeg,0,0.0
12023.jpeg,1,0.9994
12025.jpeg,1,0.9982
12026.jpeg,1,0.9986
12028.jpeg,1,0.9963
12030.jpeg,0,0.0
12032.jpeg,1,0.9997
12033.jpeg,1,0.9421
12034.jpeg,1,0.9995
12035.jpeg,1,0.9986
12036.jpeg,1,0.9958
12037.jpeg,1,0.9997
12038.jpeg,1,0.9983
12039.jpeg,1,0.9969
12040.jpeg,1,0.9973
12042.jpeg,1,0.9967
12043.jpeg,1,0.9987
12044.jpeg,1,0.9997
12045.jpeg,0,0.0
12046.jpeg,1,0.9481
12047.jpeg,1,0.9997
12048.jpeg,1,0.9860
1205.jpeg,1,0.9943
12050.jpeg,1,0.9995
12051.jpeg,1,0.9998
12052.jpeg,0,0.0
12053.jpeg,1,0.9893
12054.jpeg,1,0.9962
12055.jpeg,1,0.9999
12056.jpeg,0,0.0
12057.jpeg,0,0.0
12058.jpeg,1,0.9997
12059.jpeg,1,0.9996
1206.jpeg,0,0.0
12060.jpeg,0,0.0
12061.jpeg,1,0.9996
12062.jpeg,0,0.0
12063.jpeg,1,0.9904
12064.jpeg,1,0.9963
12065.jpeg,0,0.0
12066.jpeg,1,0.9992
12067.jpeg,1,0.9862
12068.jpeg,1,0.9960
1207.jpeg,1,0.9756
12070.jpeg,1,0.9957
12072.jpeg,1,0.9922
12073.jpeg,1,0.9974
12074.jpeg,1,0.9963
12075.jpeg,0,0.0
12076.jpeg,1,0.9970
12078.jpeg,1,0.9984
12079.jpeg,1,0.9963
1208.jpeg,1,0.9994
12080.jpeg,1,0.9870
12081.jpeg,1,0.9998
12082.jpeg,1,0.9900
12085.jpeg,1,0.9981
12086.jpeg,1,0.9995
12090.jpeg,1,0.9997
12091.jpeg,1,0.9601
12094.jpeg,1,0.9999
12095.jpeg,1,0.9884
12097.jpeg,1,0.8532
12099.jpeg,1,0.9969
121.jpeg,1,0.9994
1210.jpeg,1,0.9997
12100.jpeg,1,0.9995
12101.jpeg,1,0.9954
12103.jpeg,1,0.9952
12104.jpeg,1,0.9679
12105.jpeg,1,0.9998
12106.jpeg,1,0.9972
12107.jpeg,1,0.9988
12108.jpeg,1,0.9950
12109.jpeg,1,0.9940
1211.jpeg,1,0.9893
12111.jpeg,1,0.9994
12112.jpeg,1,0.9997
12115.jpeg,1,0.9948
12117.jpeg,0,0.0
1212.jpeg,0,0.0
12121.jpeg,0,0.0
12122.jpeg,1,0.9997
12123.jpeg,1,0.9993
12124.jpeg,1,0.9929
12125.jpeg,1,0.9985
12126.jpeg,1,0.9996
12128.jpeg,0,0.0
12129.jpeg,1,0.9998
1213.jpeg,1,0.9446
12130.jpeg,1,0.9943
12131.jpeg,1,0.9970
12133.jpeg,1,0.9995
12134.jpeg,1,0.9998
12135.jpeg,1,0.9967
12136.jpeg,1,0.9999
12137.jpeg,1,0.9996
12139.jpeg,1,0.9996
1214.jpeg,0,0.0
12140.jpeg,1,0.9990
12142.jpeg,1,0.9643
12143.jpeg,0,0.0
12144.jpeg,1,0.9998
12146.jpeg,1,0.9997
12147.jpeg,1,0.9999
12148.jpeg,1,0.9999
12149.jpeg,0,0.0
1215.jpeg,1,0.9796
12150.jpeg,1,0.9995
12152.jpeg,0,0.0
12153.jpeg,1,0.9999
12155.jpeg,1,0.9989
12156.jpeg,0,0.0
12158.jpeg,0,0.0
12159.jpeg,1,0.9985
1216.jpeg,1,0.9987
12160.jpeg,1,0.7280
12161.jpeg,0,0.0
12162.jpeg,1,0.9992
12163.jpeg,1,0.9924
12164.jpeg,1,0.9989
12166.jpeg,1,0.9992
12167.jpeg,1,0.9988
12169.jpeg,0,0.0
1217.jpeg,1,0.9848
12170.jpeg,1,0.9774
12171.jpeg,1,0.9950
12173.jpeg,1,0.9201
12174.jpeg,1,0.9965
12175.jpeg,1,0.9921
12176.jpeg,1,0.9906
12177.jpeg,1,0.9517
12178.jpeg,1,0.9879
12179.jpeg,1,0.9988
1218.jpeg,1,0.9937
12181.jpeg,1,0.9981
12182.jpeg,0,0.0
12183.jpeg,1,0.9948
12184.jpeg,1,0.9981
12186.jpeg,0,0.0
12187.jpeg,1,0.9986
12188.jpeg,1,0.9919
1219.jpeg,1,0.9999
12190.jpeg,1,0.9985
12193.jpeg,1,0.9997
12194.jpeg,1,0.9978
12198.jpeg,1,0.9993
12199.jpeg,1,0.9995
122.jpeg,1,0.9922
12200.jpeg,1,0.9988
12201.jpeg,1,0.9927
12202.jpeg,0,0.0
12204.jpeg,1,0.9998
12205.jpeg,1,0.9980
12206.jpeg,1,0.9991
12207.jpeg,1,0.8695
12208.jpeg,1,0.9967
1221.jpeg,0,0.0
12210.jpeg,1,0.9973
12211.jpeg,1,0.9971
12213.jpeg,1,0.9972
12214.jpeg,1,0.9999
12215.jpeg,1,0.9986
12219.jpeg,1,0.9967
1222.jpeg,1,0.9978
12221.jpeg,1,0.9997
12222.jpeg,1,0.9963
12223.jpeg,1,0.9921
12225.jpeg,1,0.9958
12226.jpeg,1,0.9998
12228.jpeg,1,0.9991
12229.jpeg,1,0.9983
1223.jpeg,1,0.9973
12230.jpeg,1,0.9998
12232.jpeg,1,0.9995
12233.jpeg,1,0.9971
12234.jpeg,1,0.9989
12235.jpeg,0,0.0
12236.jpeg,1,0.9917
12237.jpeg,1,0.8424
1224.jpeg,1,0.9983
12240.jpeg,1,0.9991
12241.jpeg,1,0.9953
12243.jpeg,1,0.9998
12244.jpeg,1,0.9884
12245.jpeg,1,0.9987
12246.jpeg,1,0.7740
12247.jpeg,1,0.9819
12248.jpeg,1,0.9999
12249.jpeg,1,0.9998
1225.jpeg,0,0.0
12250.jpeg,1,0.9972
12251.jpeg,0,0.0
12252.jpeg,0,0.0
12253.jpeg,1,0.9987
12255.jpeg,1,0.9825
12256.jpeg,1,0.9998
12257.jpeg,1,0.9998
12258.jpeg,1,0.9971
1226.jpeg,1,0.9993
12261.jpeg,1,0.9958
12262.jpeg,1,0.9991
12263.jpeg,1,0.9997
12264.jpeg,1,0.9462
12265.jpeg,1,0.9997
12266.jpeg,1,0.9713
12267.jpeg,1,0.9999
12268.jpeg,1,0.9983
12269.jpeg,1,0.9984
12270.jpeg,1,0.9996
12271.jpeg,1,0.9987
12272.jpeg,1,0.9944
12273.jpeg,0,0.0
12274.jpeg,0,0.0
12276.jpeg,1,0.9992
12277.jpeg,1,0.9987
12278.jpeg,1,0.9766
12279.jpeg,1,0.9985
12280.jpeg,1,0.9971
12281.jpeg,1,0.9973
12283.jpeg,1,0.9965
12284.jpeg,1,0.9973
12287.jpeg,1,0.9987
12288.jpeg,1,0.5642
12289.jpeg,0,0.0
1229.jpeg,1,0.9998
12290.jpeg,1,0.9949
12292.jpeg,1,0.9998
12293.jpeg,1,0.9263
12294.jpeg,1,0.9996
12295.jpeg,1,0.9997
12296.jpeg,1,0.9998
12298.jpeg,1,0.9863
12299.jpeg,1,0.9975
123.jpeg,1,0.9993
12300.jpeg,0,0.0
12302.jpeg,1,0.9954
12303.jpeg,1,0.9998
12304.jpeg,1,0.9994
12305.jpeg,1,0.9886
12306.jpeg,1,0.9927
12308.jpeg,1,0.9967
1231.jpeg,0,0.0
12310.jpeg,1,0.9981
12311.jpeg,1,0.9990
12312.jpeg,1,0.9531
12313.jpeg,1,0.9962
12314.jpeg,1,0.9997
12318.jpeg,1,0.9809
12321.jpeg,1,0.9998
12322.jpeg,1,0.9991
12323.jpeg,1,0.9166
12324.jpeg,0,0.0
12325.jpeg,1,0.9949
12326.jpeg,1,0.9537
